name,host_star,ltr,disc_year,orb_period_ed,radius_e,temp_f,circumference_k,mass_e,density_e,temp_c,habit_code,solar_flux,circumference_m,disc_facility,disc_method
Kepler-779 b,Kepler-779,b,2016,7.1,0.92,823.0,"36,828",0.7,0.9238,637.0,0,15.03,"22,885",Kepler,Transit
Kepler-78 b,Kepler-78,b,2013,0.36,1.121,4108.0,"44,874",3.2,0.9546,2462.0,0,,"27,885",Kepler,Transit
Kepler-780 b,Kepler-780,b,2016,0.68,0.89,3836.0,"35,627",0.6,0.9056,2311.0,0,4572.56,"22,139",Kepler,Transit
Kepler-781 b,Kepler-781,b,2016,13.21,2.89,1190.0,"115,687",8.7,0.3593,841.0,0,44.4,"71,889",Kepler,Transit
Kepler-782 b,Kepler-782,b,2016,158.69,3.21,688.0,"128,497",10.4,0.314,562.0,0,3.99,"79,849",Kepler,Transit
Kepler-783 b,Kepler-783,b,2016,4.29,0.78,1841.0,"31,224",0.4,0.8385,1203.0,0,229.1,"19,403",Kepler,Transit
Kepler-783 c,Kepler-783,c,2020,7.05,2.332,,"93,350",6.0,0.4755,,0,,"58,009",Kepler,Transit
Kepler-784 b,Kepler-784,b,2016,31.59,1.58,1296.0,"63,248",3.1,0.7895,900.0,0,194.38,"39,303",Kepler,Transit
Kepler-785 b,Kepler-785,b,2016,1.97,13.02,1413.0,"521,193",,,965.0,0,163.86,"323,874",Kepler,Transit
Kepler-786 b,Kepler-786,b,2016,53.53,2.43,684.0,"97,273",6.5,0.4501,560.0,0,3.66,"60,447",Kepler,Transit
Kepler-787 b,Kepler-787,b,2016,0.93,1.28,2065.0,"51,239",2.2,1.0363,1327.0,0,493.55,"31,840",Kepler,Transit
Kepler-788 b,Kepler-788,b,2016,8.4,2.55,1829.0,"102,077",7.0,0.4229,1196.0,0,357.19,"63,432",Kepler,Transit
Kepler-789 b,Kepler-789,b,2016,8.64,2.12,2612.0,"84,864",5.1,0.5372,1631.0,0,312.34,"52,735",Kepler,Transit
Kepler-79 b,Kepler-79,b,2012,13.48,3.47,1730.0,"138,905",10.9,0.2595,1141.0,0,205.4,"86,317",Kepler,Transit
Kepler-79 c,Kepler-79,c,2012,27.4,3.72,1379.0,"148,912",5.9,0.1125,946.0,0,79.77,"92,535",Kepler,Transit
Kepler-79 d,Kepler-79,d,2014,52.09,7.16,1123.0,"286,616",6.0,0.0163,804.0,0,33.87,"178,106",Kepler,Transit
Kepler-79 e,Kepler-79,e,2014,81.07,3.49,977.0,"139,705",4.1,0.0962,723.0,0,18.78,"86,814",Kepler,Transit
Kepler-790 b,Kepler-790,b,2016,13.73,2.18,1199.0,"87,266",5.4,0.5191,846.0,0,38.27,"54,228",Kepler,Transit
Kepler-791 b,Kepler-791,b,2016,14.55,3.05,1748.0,"122,092",9.5,0.3358,1151.0,0,140.06,"75,869",Kepler,Transit
Kepler-792 b,Kepler-792,b,2016,11.3,1.96,1591.0,"78,459",4.5,0.5953,1064.0,0,176.03,"48,755",Kepler,Transit
Kepler-793 b,Kepler-793,b,2016,4.24,1.37,2176.0,"54,841",2.4,0.951,1389.0,0,617.41,"34,079",Kepler,Transit
Kepler-794 b,Kepler-794,b,2016,11.13,2.11,1771.0,"84,464",5.1,0.5408,1164.0,0,299.97,"52,487",Kepler,Transit
Kepler-795 b,Kepler-795,b,2016,29.62,1.68,1102.0,"67,251",3.5,0.7278,792.0,0,26.79,"41,790",Kepler,Transit
Kepler-796 b,Kepler-796,b,2016,6.4,1.3,2054.0,"52,039",2.2,1.0163,1321.0,0,962.26,"32,338",Kepler,Transit
Kepler-797 b,Kepler-797,b,2016,27.07,2.17,1147.0,"86,865",5.4,0.5227,817.0,0,90.1,"53,979",Kepler,Transit
Kepler-798 b,Kepler-798,b,2016,13.72,2.39,1613.0,"95,672",6.3,0.461,1076.0,0,141.89,"59,452",Kepler,Transit
Kepler-799 b,Kepler-799,b,2016,133.46,6.88,837.0,"275,408",37.9,0.1162,645.0,0,6.36,"171,141",Kepler,Transit
Kepler-8 b,Kepler-8,b,2010,3.52,15.872,3082.0,"635,359",187.5,0.049,1892.0,0,1444.88,"394,818",Kepler,Transit
Kepler-80 b,Kepler-80,b,2012,7.05,2.67,1042.0,"106,881",6.9,0.2505,759.0,0,54.38,"66,417",Kepler,Transit
Kepler-80 c,Kepler-80,c,2012,9.52,2.74,949.0,"109,683",6.7,0.2214,707.0,0,36.48,"68,158",Kepler,Transit
Kepler-80 d,Kepler-80,d,2014,3.07,1.53,1357.0,"61,246",6.8,1.2777,934.0,0,164.62,"38,059",Kepler,Transit
Kepler-80 e,Kepler-80,e,2014,4.64,1.6,1190.0,"64,048",4.1,0.6806,841.0,0,94.78,"39,800",Kepler,Transit
Kepler-80 f,Kepler-80,f,2016,0.99,1.21,1955.0,"48,437",1.9,1.0817,1266.0,0,750.96,"30,099",Kepler,Transit
Kepler-80 g,Kepler-80,g,2017,14.65,1.13,810.0,"45,234",1.5,1.0436,630.0,0,,"28,109",Kepler,Transit
Kepler-800 b,Kepler-800,b,2016,14.13,2.85,1273.0,"114,086",8.5,0.3666,887.0,0,44.87,"70,894",Kepler,Transit
Kepler-801 b,Kepler-801,b,2016,11.42,2.0,812.0,"80,060",4.7,0.5808,631.0,0,14.44,"49,750",Kepler,Transit
Kepler-802 b,Kepler-802,b,2016,40.06,3.54,938.0,"141,707",12.3,0.2759,701.0,0,13.51,"88,058",Kepler,Transit
Kepler-803 b,Kepler-803,b,2016,50.29,3.79,1035.0,"151,714",13.8,0.2523,755.0,0,20.88,"94,277",Kepler,Transit
Kepler-804 b,Kepler-804,b,2016,14.37,1.94,1460.0,"77,659",4.4,0.6044,991.0,0,83.43,"48,258",Kepler,Transit
Kepler-804 c,Kepler-804,c,2016,9.65,1.14,1660.0,"45,634",1.6,1.0436,1102.0,0,141.84,"28,358",Kepler,Transit
Kepler-805 b,Kepler-805,b,2016,30.86,2.89,1395.0,"115,687",8.7,0.3593,955.0,0,86.47,"71,889",Kepler,Transit
Kepler-806 b,Kepler-806,b,2016,8.09,1.14,2018.0,"45,634",1.6,1.0436,1301.0,0,413.6,"28,358",Kepler,Transit
Kepler-807 b,Kepler-807,b,2016,117.93,10.42,810.0,"417,114",76.8,0.0677,630.0,0,7.45,"259,199",Kepler,Transit
Kepler-808 b,Kepler-808,b,2016,0.63,1.46,2437.0,"58,444",2.7,0.8748,1534.0,0,726.72,"36,318",Kepler,Transit
Kepler-809 b,Kepler-809,b,2016,55.64,3.01,918.0,"120,491",9.3,0.3412,690.0,0,13.15,"74,874",Kepler,Transit
Kepler-81 b,Kepler-81,b,2012,5.96,2.42,1201.0,"96,873",17.2,1.2105,847.0,0,39.95,"60,198",Kepler,Transit
Kepler-81 c,Kepler-81,c,2012,12.04,2.37,961.0,"94,872",4.3,0.3212,714.0,0,15.62,"58,954",Kepler,Transit
Kepler-81 d,Kepler-81,d,2014,20.84,1.21,810.0,"48,437",1.9,1.0817,630.0,0,7.51,"30,099",Kepler,Transit
Kepler-810 b,Kepler-810,b,2016,4.6,1.93,2047.0,"77,258",4.4,0.608,1317.0,0,350.6,"48,009",Kepler,Transit
Kepler-811 b,Kepler-811,b,2016,23.58,2.7,1372.0,"108,081",7.8,0.392,942.0,0,78.59,"67,163",Kepler,Transit
Kepler-812 b,Kepler-812,b,2016,10.12,3.55,2151.0,"142,107",12.3,0.274,1375.0,0,421.92,"88,307",Kepler,Transit
Kepler-813 b,Kepler-813,b,2016,19.13,2.14,1528.0,"85,665",5.2,0.5318,1029.0,0,56.04,"53,233",Kepler,Transit
Kepler-814 b,Kepler-814,b,2016,6.15,2.12,2153.0,"84,864",5.1,0.5372,1376.0,0,935.12,"52,735",Kepler,Transit
Kepler-815 b,Kepler-815,b,2016,8.58,4.11,2531.0,"164,524",15.8,0.2269,1586.0,0,979.14,"102,237",Kepler,Transit
Kepler-816 b,Kepler-816,b,2016,10.51,10.24,1260.0,"409,909",74.5,0.0691,880.0,0,50.56,"254,721",Kepler,Transit
Kepler-817 b,Kepler-817,b,2016,3.99,9.03,2081.0,"361,472",60.2,0.0815,1336.0,0,550.2,"224,622",Kepler,Transit
Kepler-818 b,Kepler-818,b,2016,10.04,5.11,1472.0,"204,554",22.9,0.1711,998.0,0,100.78,"127,112",Kepler,Transit
Kepler-819 b,Kepler-819,b,2016,33.2,2.76,931.0,"110,483",8.0,0.3811,697.0,0,9.91,"68,655",Kepler,Transit
Kepler-82 b,Kepler-82,b,2012,26.44,4.07,1069.0,"162,923",12.2,0.1779,774.0,0,19.56,"101,242",Kepler,Transit
Kepler-82 c,Kepler-82,c,2012,51.54,5.34,868.0,"213,761",13.9,0.0897,662.0,0,8.04,"132,833",Kepler,Transit
Kepler-82 d,Kepler-82,d,2014,2.38,1.77,2313.0,"70,853",3.8,0.6806,1465.0,0,484.35,"44,029",Kepler,Transit
Kepler-82 e,Kepler-82,e,2014,5.9,2.47,1724.0,"98,875",6.7,0.441,1138.0,0,144.34,"61,442",Kepler,Transit
Kepler-82 f,Kepler-82,f,2019,75.73,4.84,,"193,746",20.9,0.1833,,0,,"120,396",KOINet,Transit Timing Variations
Kepler-820 b,Kepler-820,b,2016,127.83,6.09,1055.0,"243,784",30.8,0.1359,766.0,0,16.23,"151,490",Kepler,Transit
Kepler-821 b,Kepler-821,b,2016,1.92,1.31,2245.0,"52,440",2.3,1.0073,1427.0,0,496.82,"32,586",Kepler,Transit
Kepler-822 b,Kepler-822,b,2016,3.22,1.77,2288.0,"70,853",3.8,0.6806,1451.0,0,535.19,"44,029",Kepler,Transit
Kepler-823 b,Kepler-823,b,2016,4.17,1.57,2356.0,"62,847",3.1,0.7967,1489.0,0,803.35,"39,054",Kepler,Transit
Kepler-824 b,Kepler-824,b,2016,4.51,1.87,2273.0,"74,856",4.2,0.6352,1443.0,0,454.6,"46,516",Kepler,Transit
Kepler-825 b,Kepler-825,b,2016,3.77,1.53,2344.0,"61,246",3.0,0.824,1482.0,0,734.46,"38,059",Kepler,Transit
Kepler-825 c,Kepler-825,c,2016,8.18,1.84,1823.0,"73,656",4.0,0.6461,1193.0,0,261.63,"45,770",Kepler,Transit
Kepler-826 b,Kepler-826,b,2016,4.49,1.25,2407.0,"50,038",2.1,1.0726,1517.0,0,827.22,"31,094",Kepler,Transit
Kepler-827 b,Kepler-827,b,2016,51.93,5.63,1091.0,"225,370",27.0,0.1508,786.0,0,23.6,"140,047",Kepler,Transit
Kepler-828 b,Kepler-828,b,2016,0.57,1.51,3384.0,"60,446",2.9,0.8367,2060.0,0,1835.16,"37,561",Kepler,Transit
Kepler-829 b,Kepler-829,b,2016,6.88,2.11,1600.0,"84,464",5.1,0.5408,1069.0,0,247.47,"52,487",Kepler,Transit
Kepler-83 b,Kepler-83,b,2012,9.77,2.83,886.0,"113,285",42.1,1.8512,672.0,0,15.41,"70,397",Kepler,Transit
Kepler-83 c,Kepler-83,c,2012,20.09,2.36,709.0,"94,471",11.4,0.8657,574.0,0,5.9,"58,705",Kepler,Transit
Kepler-83 d,Kepler-83,d,2014,5.17,1.94,1082.0,"77,659",24.6,3.3575,781.0,0,28.81,"48,258",Kepler,Transit
Kepler-830 b,Kepler-830,b,2016,11.3,1.7,1690.0,"68,051",3.5,0.7169,1119.0,0,160.18,"42,288",Kepler,Transit
Kepler-831 b,Kepler-831,b,2016,5.62,1.27,1843.0,"50,838",2.2,1.0472,1204.0,0,266.25,"31,591",Kepler,Transit
Kepler-832 b,Kepler-832,b,2016,7.14,2.06,1795.0,"82,462",4.9,0.559,1177.0,0,256.83,"51,243",Kepler,Transit
Kepler-833 b,Kepler-833,b,2016,18.75,2.02,745.0,"80,861",4.7,0.5735,594.0,0,8.31,"50,248",Kepler,Transit
Kepler-834 b,Kepler-834,b,2016,13.32,2.02,738.0,"80,861",4.7,0.5735,590.0,0,11.85,"50,248",Kepler,Transit
Kepler-835 b,Kepler-835,b,2016,11.42,2.79,1715.0,"111,684",8.2,0.3757,1133.0,0,170.33,"69,402",Kepler,Transit
Kepler-836 b,Kepler-836,b,2016,11.36,2.73,1622.0,"109,282",7.9,0.3866,1081.0,0,135.8,"67,909",Kepler,Transit
Kepler-837 b,Kepler-837,b,2016,16.56,2.56,1319.0,"102,477",7.1,0.4211,913.0,0,55.97,"63,680",Kepler,Transit
Kepler-838 b,Kepler-838,b,2016,15.75,2.73,1456.0,"109,282",7.9,0.3866,989.0,0,61.09,"67,909",Kepler,Transit
Kepler-839 b,Kepler-839,b,2016,37.81,2.57,1184.0,"102,878",7.1,0.4192,838.0,0,46.3,"63,929",Kepler,Transit
Kepler-84 b,Kepler-84,b,2012,8.73,2.23,1831.0,"89,267",40.0,3.5935,1197.0,0,222.19,"55,472",Kepler,Transit
Kepler-84 c,Kepler-84,c,2012,12.88,2.36,1615.0,"94,471",20.2,1.5318,1077.0,0,132.23,"58,705",Kepler,Transit
Kepler-84 d,Kepler-84,d,2014,4.22,1.38,2315.0,"55,242",2.5,0.9419,1466.0,0,584.24,"34,328",Kepler,Transit
Kepler-84 e,Kepler-84,e,2014,27.43,2.6,1267.0,"104,078",7.3,0.412,884.0,0,48.29,"64,675",Kepler,Transit
Kepler-84 f,Kepler-84,f,2014,44.55,2.2,1087.0,"88,066",5.5,0.5136,784.0,0,25.3,"54,725",Kepler,Transit
Kepler-840 b,Kepler-840,b,2016,2.5,17.07,2592.0,"683,315",43000.0,8.6207,1620.0,0,2258.8,"424,618",Kepler,Transit
Kepler-841 b,Kepler-841,b,2016,124.42,5.23,806.0,"209,358",23.8,0.1659,628.0,0,1.65,"130,097",Kepler,Transit
Kepler-842 b,Kepler-842,b,2016,1.22,1.6,2311.0,"64,048",3.2,0.7768,1464.0,0,588.95,"39,800",Kepler,Transit
Kepler-843 b,Kepler-843,b,2016,2.05,2.59,2799.0,"103,678",7.2,0.4138,1735.0,0,890.33,"64,427",Kepler,Transit
Kepler-844 b,Kepler-844,b,2016,2.61,1.68,1341.0,"67,251",3.5,0.7278,925.0,0,89.65,"41,790",Kepler,Transit
Kepler-845 b,Kepler-845,b,2016,0.93,2.04,2507.0,"81,662",4.8,0.5662,1573.0,0,772.5,"50,745",Kepler,Transit
Kepler-846 b,Kepler-846,b,2016,19.81,2.48,1181.0,"99,275",6.7,0.4392,836.0,0,35.28,"61,690",Kepler,Transit
Kepler-847 b,Kepler-847,b,2016,2.34,1.18,1955.0,"47,236",1.8,1.069,1266.0,0,292.31,"29,353",Kepler,Transit
Kepler-848 b,Kepler-848,b,2016,6.91,1.7,2012.0,"68,051",3.5,0.7169,1298.0,0,794.78,"42,288",Kepler,Transit
Kepler-849 b,Kepler-849,b,2016,394.62,7.14,643.0,"285,815",40.4,0.1107,537.0,0,3.12,"177,608",Kepler,Transit
Kepler-85 b,Kepler-85,b,2012,8.31,1.97,1514.0,"78,859",4.5,0.5917,1021.0,0,107.03,"49,004",Kepler,Transit
Kepler-85 c,Kepler-85,c,2012,12.51,2.18,1328.0,"87,266",20.9,2.0145,918.0,0,61.93,"54,228",Kepler,Transit
Kepler-85 d,Kepler-85,d,2014,17.91,1.2,1184.0,"48,036",1.9,1.0799,838.0,0,38.39,"29,850",Kepler,Transit
Kepler-85 e,Kepler-85,e,2014,25.22,1.27,1064.0,"50,838",0.6,0.2904,771.0,0,24.32,"31,591",Kepler,Transit
Kepler-850 b,Kepler-850,b,2016,7.19,1.78,1849.0,"71,254",3.8,0.6751,1207.0,0,329.28,"44,278",Kepler,Transit
Kepler-851 b,Kepler-851,b,2016,8.51,1.68,1678.0,"67,251",3.5,0.7278,1112.0,0,103.83,"41,790",Kepler,Transit
Kepler-852 b,Kepler-852,b,2016,44.93,2.54,1075.0,"101,677",7.0,0.4247,777.0,0,92.13,"63,183",Kepler,Transit
Kepler-853 b,Kepler-853,b,2016,7.17,1.69,2194.0,"67,651",3.5,0.7223,1399.0,0,499.3,"42,039",Kepler,Transit
Kepler-854 b,Kepler-854,b,2016,2.14,16.72,3182.0,"669,305",42000.0,8.9655,1948.0,0,7282.96,"415,912",Kepler,Transit
Kepler-855 b,Kepler-855,b,2016,7.89,8.35,1850.0,"334,252",52.7,0.0902,1208.0,0,405.18,"207,707",Kepler,Transit
Kepler-856 b,Kepler-856,b,2016,8.03,9.3,1541.0,"372,281",63.3,0.0784,1036.0,0,153.5,"231,339",Kepler,Transit
Kepler-857 b,Kepler-857,b,2016,85.35,6.8,760.0,"272,205",37.2,0.118,602.0,0,5.75,"169,151",Kepler,Transit
Kepler-858 b,Kepler-858,b,2016,76.14,4.87,776.0,"194,947",21.1,0.1815,611.0,0,6.34,"121,142",Kepler,Transit
Kepler-859 b,Kepler-859,b,2016,20.38,3.09,1008.0,"123,693",9.8,0.3303,740.0,0,14.9,"76,864",Kepler,Transit
Kepler-860 b,Kepler-860,b,2016,5.1,3.24,1948.0,"129,698",10.6,0.3103,1262.0,0,233.62,"80,595",Kepler,Transit
Kepler-861 b,Kepler-861,b,2016,3.95,2.28,1796.0,"91,269",5.8,0.49,1178.0,0,197.29,"56,715",Kepler,Transit
Kepler-862 b,Kepler-862,b,2016,3.15,2.21,2032.0,"88,467",5.5,0.51,1309.0,0,547.29,"54,974",Kepler,Transit
Kepler-863 b,Kepler-863,b,2016,15.59,2.9,1350.0,"116,088",8.8,0.3575,930.0,0,117.83,"72,138",Kepler,Transit
Kepler-864 b,Kepler-864,b,2016,5.83,2.4,2115.0,"96,072",6.4,0.4574,1355.0,0,464.76,"59,700",Kepler,Transit
Kepler-865 b,Kepler-865,b,2016,14.16,2.49,1307.0,"99,675",6.8,0.4374,906.0,0,46.36,"61,939",Kepler,Transit
Kepler-866 b,Kepler-866,b,2016,2.62,1.63,1850.0,"65,249",3.3,0.7568,1208.0,0,196.13,"40,546",Kepler,Transit
Kepler-867 b,Kepler-867,b,2016,150.24,4.64,646.0,"185,740",19.4,0.1942,539.0,0,2.72,"115,421",Kepler,Transit
Kepler-868 b,Kepler-868,b,2016,5.03,2.05,1942.0,"82,062",4.9,0.5626,1259.0,0,417.03,"50,994",Kepler,Transit
Kepler-869 b,Kepler-869,b,2016,40.43,3.61,947.0,"144,509",12.7,0.2686,706.0,0,17.23,"89,799",Kepler,Transit
Kepler-87 b,Kepler-87,b,2013,114.74,13.49,918.0,"540,007",324.2,0.1323,690.0,0,9.2,"335,566",Kepler,Transit
Kepler-87 c,Kepler-87,c,2013,191.23,6.14,783.0,"245,785",6.4,0.0276,615.0,0,4.66,"152,733",Kepler,Transit
Kepler-870 b,Kepler-870,b,2016,21.36,2.78,1301.0,"111,284",8.2,0.3775,903.0,0,54.87,"69,153",Kepler,Transit
Kepler-871 b,Kepler-871,b,2016,22.05,3.74,1210.0,"149,713",13.5,0.2577,852.0,0,79.72,"93,033",Kepler,Transit
Kepler-872 b,Kepler-872,b,2016,2.58,1.99,2272.0,"79,660",4.6,0.5844,1442.0,0,553.06,"49,502",Kepler,Transit
Kepler-873 b,Kepler-873,b,2016,20.55,3.75,1406.0,"150,113",13.5,0.2559,961.0,0,68.02,"93,282",Kepler,Transit
Kepler-874 b,Kepler-874,b,2016,40.07,3.94,1066.0,"157,719",14.7,0.2396,772.0,0,31.62,"98,008",Kepler,Transit
Kepler-875 b,Kepler-875,b,2016,27.51,2.9,1082.0,"116,088",8.8,0.3575,781.0,0,41.43,"72,138",Kepler,Transit
Kepler-876 b,Kepler-876,b,2016,5.14,1.43,1719.0,"57,243",2.6,0.8966,1135.0,0,152.75,"35,571",Kepler,Transit
Kepler-877 b,Kepler-877,b,2016,18.46,2.12,1195.0,"84,864",5.1,0.5372,844.0,0,37.81,"52,735",Kepler,Transit
Kepler-878 b,Kepler-878,b,2016,25.94,1.93,959.0,"77,258",4.4,0.608,713.0,0,27.01,"48,009",Kepler,Transit
Kepler-879 b,Kepler-879,b,2016,33.39,2.57,1102.0,"102,878",7.1,0.4192,792.0,0,29.13,"63,929",Kepler,Transit
Kepler-88 d,KOI-142,d,2020,1403.0,13.1,,"524,395",965.1,0.4283,,0,,"325,864",W. M. Keck Observatory,Radial Velocity
Kepler-880 b,Kepler-880,b,2016,7.71,2.66,2977.0,"106,480",7.6,0.4011,1834.0,0,586.17,"66,168",Kepler,Transit
Kepler-881 b,Kepler-881,b,2016,4.44,1.78,2248.0,"71,254",3.8,0.6751,1429.0,0,538.57,"44,278",Kepler,Transit
Kepler-882 b,Kepler-882,b,2016,3.99,1.23,1683.0,"49,237",2.0,1.0926,1115.0,0,259.03,"30,596",Kepler,Transit
Kepler-883 b,Kepler-883,b,2016,12.98,1.78,1530.0,"71,254",3.8,0.6751,1030.0,0,163.05,"44,278",Kepler,Transit
Kepler-884 b,Kepler-884,b,2016,5.7,1.23,1793.0,"49,237",2.0,1.0926,1176.0,0,204.18,"30,596",Kepler,Transit
Kepler-885 b,Kepler-885,b,2016,18.11,2.5,1552.0,"100,075",6.8,0.4338,1042.0,0,124.65,"62,188",Kepler,Transit
Kepler-886 b,Kepler-886,b,2016,6.24,1.52,2057.0,"60,846",2.9,0.8294,1323.0,0,231.43,"37,810",Kepler,Transit
Kepler-887 b,Kepler-887,b,2016,20.42,1.84,1471.0,"73,656",4.0,0.6461,997.0,0,109.84,"45,770",Kepler,Transit
Kepler-887 c,Kepler-887,c,2016,7.64,1.13,2018.0,"45,234",1.5,1.0436,1301.0,0,407.98,"28,109",Kepler,Transit
Kepler-888 b,Kepler-888,b,2016,70.7,1.76,808.0,"70,453",3.8,0.686,629.0,0,7.85,"43,780",Kepler,Transit
Kepler-889 b,Kepler-889,b,2016,3.74,1.09,2448.0,"43,633",1.3,1.0163,1540.0,0,954.59,"27,114",Kepler,Transit
Kepler-890 b,Kepler-890,b,2016,52.76,8.89,1030.0,"355,868",58.6,0.0831,752.0,0,30.23,"221,140",Kepler,Transit
Kepler-891 b,Kepler-891,b,2016,53.45,6.41,932.0,"256,593",33.6,0.1272,698.0,0,44.33,"159,450",Kepler,Transit
Kepler-892 b,Kepler-892,b,2016,13.75,2.81,1058.0,"112,485",8.3,0.3739,768.0,0,18.2,"69,899",Kepler,Transit
Kepler-893 b,Kepler-893,b,2016,6.34,3.03,1919.0,"121,291",9.4,0.3376,1246.0,0,266.27,"75,372",Kepler,Transit
Kepler-894 b,Kepler-894,b,2016,9.8,2.78,1670.0,"111,284",8.2,0.3775,1108.0,0,119.88,"69,153",Kepler,Transit
Kepler-895 b,Kepler-895,b,2016,2.81,1.54,1445.0,"61,646",3.0,0.8167,983.0,0,106.58,"38,308",Kepler,Transit
Kepler-896 b,Kepler-896,b,2016,144.55,2.53,603.0,"101,276",6.9,0.4265,515.0,0,1.99,"62,934",Kepler,Transit
Kepler-897 b,Kepler-897,b,2016,8.05,2.39,1597.0,"95,672",6.3,0.461,1067.0,0,354.22,"59,452",Kepler,Transit
Kepler-898 b,Kepler-898,b,2016,5.87,1.49,1166.0,"59,645",2.8,0.853,828.0,0,37.11,"37,064",Kepler,Transit
Kepler-899 b,Kepler-899,b,2016,19.18,2.68,1210.0,"107,281",7.6,0.3956,852.0,0,62.2,"66,665",Kepler,Transit
Kepler-9 b,Kepler-9,b,2010,19.24,8.29,1247.0,"331,850",43.4,0.0762,873.0,0,48.23,"206,215",Kepler,Transit
Kepler-9 c,Kepler-9,c,2010,38.99,8.08,999.0,"323,444",29.9,0.0563,735.0,0,18.9,"200,991",Kepler,Transit
Kepler-9 d,Kepler-9,d,2010,1.59,1.64,3704.0,"65,649",3.3,0.7532,2238.0,0,1339.66,"40,795",Kepler,Transit
Kepler-90 i,KOI-351,i,2017,14.45,1.32,1334.0,"52,840",2.3,0.9982,921.0,0,,"32,835",Kepler,Transit
Kepler-900 b,Kepler-900,b,2016,6.99,2.08,1346.0,"83,263",5.0,0.5517,928.0,0,54.11,"51,740",Kepler,Transit
Kepler-901 b,Kepler-901,b,2016,3.52,1.37,1325.0,"54,841",2.4,0.951,916.0,0,68.72,"34,079",Kepler,Transit
Kepler-902 b,Kepler-902,b,2016,40.11,2.54,1058.0,"101,677",7.0,0.4247,768.0,0,24.88,"63,183",Kepler,Transit
Kepler-903 b,Kepler-903,b,2016,10.35,2.01,1573.0,"80,461",4.7,0.5771,1054.0,0,274.85,"49,999",Kepler,Transit
Kepler-903 c,Kepler-903,c,2016,62.92,2.53,889.0,"101,276",6.9,0.4265,674.0,0,24.79,"62,934",Kepler,Transit
Kepler-904 b,Kepler-904,b,2016,3.02,1.77,2455.0,"70,853",3.8,0.6806,1544.0,0,875.42,"44,029",Kepler,Transit
Kepler-905 b,Kepler-905,b,2016,5.08,1.41,1728.0,"56,443",2.6,0.9147,1140.0,0,185.77,"35,074",Kepler,Transit
Kepler-906 b,Kepler-906,b,2016,41.7,2.11,1024.0,"84,464",5.1,0.5408,749.0,0,21.99,"52,487",Kepler,Transit
Kepler-907 b,Kepler-907,b,2016,15.87,1.2,1640.0,"48,036",1.9,1.0799,1091.0,0,137.66,"29,850",Kepler,Transit
Kepler-908 b,Kepler-908,b,2016,1.34,1.22,3267.0,"48,837",2.0,1.0871,1995.0,0,3304.1,"30,348",Kepler,Transit
Kepler-909 b,Kepler-909,b,2016,13.93,1.47,1591.0,"58,844",2.8,0.8657,1064.0,0,127.24,"36,566",Kepler,Transit
Kepler-91 b,Kepler-91,b,2013,6.25,15.323,3730.0,"613,382",257.4,0.0726,2252.0,0,3273.32,"381,162",Kepler,Transit
Kepler-910 b,Kepler-910,b,2016,2.36,0.82,3211.0,"32,825",0.5,0.8621,1964.0,0,2108.07,"20,398",Kepler,Transit
Kepler-911 b,Kepler-911,b,2016,20.31,2.6,1733.0,"104,078",7.3,0.412,1143.0,0,198.72,"64,675",Kepler,Transit
Kepler-912 b,Kepler-912,b,2016,2.53,2.8,2250.0,"112,084",8.2,0.3757,1430.0,0,519.95,"69,650",Kepler,Transit
Kepler-913 b,Kepler-913,b,2016,10.3,2.06,2090.0,"82,462",4.9,0.559,1341.0,0,58.9,"51,243",Kepler,Transit
Kepler-914 b,Kepler-914,b,2016,4.41,1.38,2203.0,"55,242",2.5,0.9419,1404.0,0,568.38,"34,328",Kepler,Transit
Kepler-915 b,Kepler-915,b,2016,4.59,1.5,2432.0,"60,045",2.9,0.8457,1531.0,0,844.75,"37,313",Kepler,Transit
Kepler-916 b,Kepler-916,b,2016,32.3,1.76,963.0,"70,453",3.8,0.686,715.0,0,14.68,"43,780",Kepler,Transit
Kepler-917 b,Kepler-917,b,2016,2.97,1.91,1841.0,"76,458",4.3,0.6171,1203.0,0,228.11,"47,511",Kepler,Transit
Kepler-918 b,Kepler-918,b,2016,4.85,1.74,1951.0,"69,653",3.7,0.6969,1264.0,0,258.7,"43,283",Kepler,Transit
Kepler-919 b,Kepler-919,b,2016,11.05,2.25,1622.0,"90,068",5.7,0.4973,1081.0,0,153.91,"55,969",Kepler,Transit
Kepler-92 b,Kepler-92,b,2013,13.75,3.51,1813.0,"140,506",64.3,1.4828,1187.0,0,257.78,"87,312",Kepler,Transit
Kepler-92 c,Kepler-92,c,2013,26.72,2.6,1463.0,"104,078",6.1,0.3466,993.0,0,106.21,"64,675",Kepler,Transit
Kepler-92 d,Kepler-92,d,2015,49.36,2.0669999999999997,1204.0,"82,742",4.9,0.5572,849.0,0,46.84,"51,417",Kepler,Transit
Kepler-920 b,Kepler-920,b,2016,6.53,2.42,1690.0,"96,873",6.4,0.4537,1119.0,0,153.14,"60,198",Kepler,Transit
Kepler-920 c,Kepler-920,c,2016,100.83,3.8,713.0,"152,115",13.8,0.2505,576.0,0,3.99,"94,525",Kepler,Transit
Kepler-921 b,Kepler-921,b,2016,51.3,2.87,943.0,"114,887",8.6,0.363,704.0,0,15.01,"71,392",Kepler,Transit
Kepler-922 b,Kepler-922,b,2016,0.94,1.42,3434.0,"56,843",2.6,0.9056,2088.0,0,2142.63,"35,323",Kepler,Transit
